x,y
3.964671253,27.80943029
11.38714621,17.49568443
15.42220588,22.33413152
-1.728488513,24.2662735
12.14562344,22.56893471
12.53027946,9.827103214
7.126300199,20.98791384
7.266840721,22.42000942
7.177740005,13.51876906
5.549810855,24.19850108
7.614036501,26.29996029
5.008067776,24.17184647
6.118730527,17.22850046
10.32229409,12.68648979
14.79747029,11.70318804
9.448572528,23.5385754
7.444952471,16.93568822
5.444022917,18.68735314
5.814141599,13.12305104
22.07917589,18.89019297
10.6704411,16.38049245
7.546570517,22.45103799
7.797260638,22.79876138
12.29794721,15.26753748
6.531398765,19.74226589
2.758975448,17.68201569
12.8737786,21.77051426
4.881721385,17.96594199
9.924308498,15.54128
5.320256994,17.77851448
15.51148773,18.68032579
7.622034606,22.80732396
6.452799812,14.15614992
7.493709697,9.009792078
1.854532655,18.47707402
4.16190369,16.45228414
-0.900198245,15.75504488
3.295034039,29.11697334
8.528530706,16.53398236
7.670512298,15.07436825
17.24748133,23.09097994
4.656786382,20.62556095
5.723176831,21.96429725
8.59688499,18.4619374
5.028299619,14.98116795
5.157428411,20.26428708
4.463409037,15.66462126
3.740070572,19.60427452
7.380859405,19.64631414
7.515750214,20.78449982
0.969843716,27.85214951
7.089620377,27.25028257
4.455551878,11.88695503
4.925189953,20.44756966
9.188452382,31.69443225
12.81527909,22.59067595
18.23908736,17.40332177
6.13323288,22.88291355
18.02954814,24.11540626
4.210957262,29.49509724
13.28294232,15.58390157
22.74495535,21.14607708
9.826198051,24.71742346
6.651832102,31.26414021
9.961976221,22.38481911
18.88542224,20.00252088
4.306961316,25.54043236
16.8391359,15.16597523
16.64782395,16.06124374
11.68236399,16.35799902
10.03446419,15.75829812
7.722656309,21.9391342
8.167380336,18.27970242
13.24143284,25.45379818
20.35135431,25.32224558
9.233007938,25.00455454
3.046495266,21.75353901
6.382091114,13.72254143
11.29130881,22.27292143
8.414704425,16.43092758
9.111050212,20.33665329
9.150029616,16.28623794
3.138490571,20.5099035
9.131064148,21.55583534
14.25116129,9.088450674
13.48804356,14.72249484
12.74998676,22.03780743
7.986340123,11.22661836
9.042031148,18.55225641
4.027360602,15.8538014
9.734205906,19.15188225
11.27598,21.86040335
18.52982004,9.996919876
15.00756626,17.96764553
7.522082785,17.80234011
11.77775148,16.93754699
4.326959782,6.956449704
14.39101813,33.16392075
14.86458377,20.22835767
20.60558553,15.71010148
12.07261767,12.37232857
7.626407632,17.76430589
10.32996747,12.83157258
7.487611088,20.38349785
5.870007064,17.6329298
10.8349464,27.48429741
5.518676869,16.60648281
10.84092694,10.65118349
11.77484131,14.77071314
9.739474416,13.47138677
9.020326906,25.81000743
6.754651242,18.9262382
4.451163843,19.36478465
14.24637101,20.94443679
10.11181263,11.37578824
14.15570309,25.54568188
3.778560743,13.94064768
10.84513207,30.02859723
13.36583153,6.478356933
9.868618118,22.30158551
9.043039157,10.25940944
6.090466767,23.26516159
20.29080994,13.85889563
13.75250727,15.64262123
19.12104151,19.47061188
10.40029821,19.65374287
6.842953505,21.13086009
2.4335594,12.80603978
6.819500845,19.74792124
11.13150766,28.56261609
15.06845174,18.99787321
11.26375068,18.08835841
4.140258436,26.78272704
13.34357164,21.48798199
1.749495326,8.607405077
8.170738759,22.62693314
8.419408356,18.92145424
0.258769763,24.13259619
14.60028761,20.41270531
6.885642026,14.55692436
8.32981675,19.46100024
16.97573946,27.06961505
13.18337206,17.018442
9.457841515,19.54884425
12.56881389,23.88399842
11.99635904,30.66799599
18.31428224,15.78863365
11.37946702,27.06982659
12.53136312,25.07503357
11.73775988,11.42381804
8.113811763,25.34533745
10.48809732,27.58380042
18.19372323,13.52398409
5.622037629,21.01332403
10.60879999,24.75142811
16.8106533,27.93780162
8.826894565,8.942189492
4.73308596,28.53397751
5.651081972,23.90780993
8.049364852,11.68535482
5.763249634,14.93957201
8.69680304,17.43400292
7.927901468,14.4178865
9.084746011,24.26214098
12.03528049,15.19021581
13.12316564,13.70170676
18.39102872,30.52976279
9.656531732,19.45984986
8.395800437,11.78240138
17.35502859,22.96617993
18.52164699,19.49309387
10.21622019,15.5977067
8.336713404,23.95320435
0.888822912,17.82380684
17.05631199,20.66703042
5.81208783,17.74860016
4.381186028,23.32582256
25.21882943,20.45165505
11.17510654,13.49182289
9.833706949,17.74330391
-3.661097615,16.80371813
9.501047058,9.049481982
14.88015867,16.26017092
12.06934458,18.53457232
14.56161081,26.08548114
19.918661,26.03310719
15.84554257,18.03773393
7.456314923,26.1806001
13.52090089,21.07282003
9.007918631,14.82087439
7.309646056,23.73511032
-4.278793275,22.63961288
6.051765739,14.60936425
12.43907318,26.03095914
20.8401627,25.14717518
12.50347307,14.60001657
13.10105102,14.92215539
5.170483949,21.65028689
10.81327354,17.22492137
-0.391187709,20.15212013
12.4261341,23.83696493
13.48384389,22.9710499
10.92756958,16.45848919
13.50366758,10.25931131
11.55840514,21.84866412
13.80231181,23.60819617
19.21231813,14.66210099
15.56181421,19.01075291
10.16331979,22.34103415
4.427755176,31.55220599
12.09028911,19.96437003
7.998823813,19.58834824
17.46746551,19.13445713
1.964595301,27.22616834
7.921241058,23.66192557
12.11004187,14.7063307
9.241317317,22.1999213
6.969244424,17.77699367
8.476394655,15.56894106
13.1476805,22.19051004
14.4758599,12.8039262
13.30106316,25.87038072
21.3674176,23.02289256
15.86748786,16.2932715
11.43854864,18.35124718
6.701149531,17.08773569
24.59570065,19.66188142
13.3870775,16.90291919
6.578398279,19.53593259
10.93246042,20.4278401
8.378033498,8.26938761
8.626478909,19.29433977
5.332483297,17.62848013
10.58422672,18.27398209
11.59580119,17.11933871
4.612289386,14.65637937
-6.165760665,26.96037091
8.725626737,17.98028773
10.14758915,17.69771634
12.97136887,16.41547129
10.29567584,22.76785564
12.06699447,10.33607014
4.511139127,21.49561985
13.55587629,21.29854098
13.59444365,26.23269712
11.25825535,16.26836146
16.78637218,23.14466383
12.02234236,18.82709975
11.32182135,13.84176365
11.34021952,16.64115227
12.18465289,18.7321567
15.30061953,18.29474822
12.26095198,22.54510971
13.31599308,20.71481864
4.31813223,17.09088566
8.147512415,16.45471644
17.38484795,19.53234587
3.880481247,10.15635593
11.29034194,24.4018803
12.02501403,22.17654921
14.87901661,16.02586005
8.255616317,24.59926759
10.7931272,26.79474622
1.183724667,24.66199252
11.69298024,15.25697004
6.667174852,22.01689377
8.806766878,19.19272081
4.061173588,19.87849957
11.92467661,22.65148819
13.33289758,11.82141347
8.476930553,33.77285286
19.12505532,22.71786805
13.35279685,20.73490831
14.74316287,27.12718291
20.24701501,13.44020208
6.744431954,23.70593752
14.04309636,24.94266162
14.93290307,19.31800127
9.96914602,19.93684147
11.59526179,23.56642992
4.940890486,20.35129925
12.35083774,19.10893025
6.495148342,17.77252673
14.06841431,20.97965241
5.94284608,19.27047529
11.59698744,19.25437535
5.767386734,25.80058112
8.771184104,23.80349039
2.235704944,16.41413894
10.64217016,24.04210875
14.92721695,21.51349975
10.91623762,24.9008975
1.168853933,25.37718308
6.897331517,18.00548986
18.28021518,32.20188705
19.04902693,25.2822228
4.12481616,17.14554817
8.166483706,9.864431004
11.76812724,21.92854681
11.5957811,23.22990945
7.100215055,19.95348161
5.23360649,16.53483093
9.102857065,21.57736469
15.04904107,19.69101614
10.11813307,14.17986223
6.754858902,12.76594919
7.47812889,10.05303603
18.07195748,20.43395981
7.765200944,19.47788893
13.81588381,18.96501794
17.35859343,24.97229112
12.21832452,23.11710546
7.89139065,22.98915788
9.799991869,20.85964144
7.538600159,22.03689696
16.13858559,17.9706486
9.252232174,15.17383316
17.74991692,11.74670749
7.191937323,10.73584589
6.764413747,17.64997994
10.7156608,16.51273454
10.12094324,13.89235691
7.477742377,11.64205576
2.09301595,20.54129946
10.15033211,20.53736735
6.417116505,29.45161754
15.41305478,24.11079251
5.236572725,17.01274526
15.63241365,12.52233362
6.754784913,25.38222588
11.46235039,19.95046806
14.49351362,21.40822248
7.406288216,19.02661231
12.77219276,14.35266466
9.560131644,23.20343417
4.323935353,19.45823595
8.649601945,26.08339919
18.09894939,17.08978088
8.929344132,22.45297728
5.911087685,11.7814007
9.72988538,25.46664868
11.65070805,21.74029768
14.77662307,14.62696979
15.71979939,5.80732714
10.50261199,21.65728975
15.82287623,9.589554639
6.178700261,21.61606929
-1.722567023,19.14824261
7.641582872,29.99043408
7.420722552,17.59441966
-1.580180758,18.43550457
12.81235878,13.64600381
6.081124303,22.61325696
8.869730069,13.06467318
2.064485062,19.78901021
12.73762101,22.92474782
19.45613509,15.1936379
5.609614449,24.36802967
9.437205445,24.35854685
19.74356532,26.17872716
14.66908166,28.04439685
19.56529711,31.33138073
9.97382971,25.75442065
9.238699755,24.19638887
7.451841714,15.05432648
17.17286852,22.88993111
3.570807338,25.10987017
11.53657108,22.07606885
9.768407334,24.07366787
21.259209,19.62862818
6.959831357,17.52400273
2.453559151,19.50659719
11.16315885,8.848786879
9.80175652,16.78131984
5.804374662,19.83404022
10.66145544,13.09730841
8.622376266,11.57499226
6.606206794,15.64400821
12.50417966,15.8732961
8.34168844,23.74152154
0.825098746,20.56595592
-3.258706242,10.99544985
7.09708914,23.2986294
17.27093435,19.6981918
14.1906469,16.56413433
16.0752679,22.50437372
14.91252721,19.80440034
11.57882012,25.06115292
2.464686861,27.24057259
11.02784894,23.30514441
17.98614045,9.369613907
-6.980317673,15.10007594
6.093238578,21.23027557
15.5123232,34.03185428
12.6437251,14.38345048
13.94697202,17.3501212
12.28549753,21.24940564
12.69416558,21.64269704
10.07321561,24.2359563
5.417554321,19.7426718
3.865924546,15.61796827
10.18076434,25.12613298
7.893034432,13.80796275
5.503177958,23.77420685
12.08720659,19.07679355
10.76722368,17.76614477
17.31641523,20.15367737
4.392487513,19.86846904
7.411059585,25.76374057
9.625264558,14.07888887
2.961049593,15.97887868
8.576470659,18.53866782
6.459144109,21.18055968
-0.738195006,16.58649412
8.580814197,22.13391468
7.32963918,25.19718323
15.66505097,29.74766239
6.979655386,22.20507701
12.78755798,25.05487015
10.71314647,10.29754486
3.815698926,21.65665589
11.87071986,20.83478366
9.469569383,20.06710214
10.83030993,23.33386459
13.29017424,20.19584188
10.5698146,33.44313813
17.92579582,22.07912048
10.5777672,20.37079787
3.730004804,30.26887019
13.7093239,17.94355351
3.885491925,18.00045259
0.405529341,18.68696056
5.95031805,21.18445043
6.276613856,25.77338024
6.962470387,16.11366176
18.03379783,25.18384163
18.17799723,15.83902415
13.63045548,15.57544034
3.630825375,18.50473998
10.11573278,18.85413976
12.43560617,23.38304456
9.314862484,21.26016479
10.85872741,23.64023914
5.276030426,18.10314253
3.56189847,20.22819779
17.03882869,21.51533961
11.33686345,17.69818308
7.958011789,19.55589684
11.6263561,16.12897366
20.31240487,21.45910177
11.81333478,19.32471328
17.05702322,21.46721284
16.83772157,16.48270966
7.964119264,15.18814523
13.81270865,23.13747662
6.743995885,22.41300682
